Article,What does it conceptualize?,Usual modeling characteristics,Is it a statistically validated measure?,Scale Name,Parent Scale,Sub Scale,Scale / Item,Text of the item,"Is it reverse coded 
or transformed?",Does this item potentially contain identifying information?,Type of scale,Scoring,Type of data,Time Stem,Top-level question,Anchors/answers or mapping/representation (numeric),Anchors/answers or mapping/representation (nominal),Delivery mechanism,How frequently is it delivered?,Citation,Notes,
Globalization and the Identity Remix Among Urban Adolescents in India,,,,NA,,,Item,It is important to make a lot of money when I grow up.,NA,0,multiple choice,regression analysis,ordinal,NA,NA,1-5.,"1. = never or almost never, 5 = always or almost always",,,,,
Globalization and the Identity Remix Among Urban Adolescents in India,,,,NA,,,Item,"When I grow up, I want to have a really nice house filled with all kinds of cool stuff.",NA,0,multiple choice,regression analysis,ordinal,NA,NA,1-5.,"1. = never or almost never, 5 = always or almost always",,,,,
Globalization and the Identity Remix Among Urban Adolescents in India,,,,NA,,,Item,I enjoy sharing my things with other people.,NA,0,multiple choice,regression analysis,ordinal,NA,NA,1-5.,"1. = never or almost never, 5 = always or almost always",,,,,
Globalization and the Identity Remix Among Urban Adolescents in India,,,,NA,,,Item,I enjoy giving things or money to charity.,NA,0,multiple choice,regression analysis,ordinal,NA,NA,1-5.,"1. = never or almost never, 5 = always or almost always",,,,,
Globalization and the Identity Remix Among Urban Adolescents in India,,,,NA,,,Item,"So long as the job I have helps people, it doesn't matter how much it pays.",NA,0,multiple choice,regression analysis,ordinal,NA,NA,1-5.,"1. = never or almost never, 5 = always or almost always",,,,,
Globalization and the Identity Remix Among Urban Adolescents in India,,,,NA,,,Item,It is really important to me that I work to make the world a better place.,NA,0,multiple choice,regression analysis,ordinal,NA,NA,1-5.,"1. = never or almost never, 5 = always or almost always",,,,,
,,,,,,,,,,,,,,,,,,,,,,
Globalization and the Identity Remix Among Urban Adolescents in India,the Chinese Cultural Value scale conceptualizes core cultural values that are widely held in Chinese society,NA,yes but use with caution,Chinese Cultural Value scale,,,,,,,,,,,,,,survey and focus groups,once,"Matthews, Barbara. (2000). The Chinese Value Survey: An interpretation of value scales and consideration of some preliminary results. International Education Journal. 1. ",,
Globalization and the Identity Remix Among Urban Adolescents in India,,,,NA,,,Item,"How important is filial piety (obedience to parents, respect for parents, honouring ancestors, financial support of parents) to me personally?",NA, ,multiple choice,regression analysis,ordinal,NA,How important is this to you personally?,1-9.,,,,,,
Globalization and the Identity Remix Among Urban Adolescents in India,,,,NA,,,Item,How important is Industry (working hard) to me personally?,NA,0,multiple choice,regression analysis,ordinal,NA,How important is this to you personally?,1-9.,,,,,,
Globalization and the Identity Remix Among Urban Adolescents in India,,,,NA,,,Item,How important is tolerance of others to me personally?,NA,0,multiple choice,regression analysis,ordinal,NA,How important is this to you personally?,1-9.,,,,,,
Globalization and the Identity Remix Among Urban Adolescents in India,,,,NA,,,Item,How important is harmony with others to me personally?,NA,0,multiple choice,regression analysis,ordinal,NA,How important is this to you personally?,1-9.,,,,,,
Globalization and the Identity Remix Among Urban Adolescents in India,,,,NA,,,Item,How important is humbleness to me personally?,NA,0,multiple choice,regression analysis,ordinal,NA,How important is this to you personally?,1-9.,,,,,,
Globalization and the Identity Remix Among Urban Adolescents in India,,,,NA,,,Item,How important is loyalty to supervisors to me personally?,NA,0,multiple choice,regression analysis,ordinal,NA,How important is this to you personally?,1-9.,,,,,,
Globalization and the Identity Remix Among Urban Adolescents in India,,,,NA,,,Item,How important is observation of rites and rituals to me personally?,NA,0,multiple choice,regression analysis,ordinal,NA,How important is this to you personally?,1-9.,,,,,,
Globalization and the Identity Remix Among Urban Adolescents in India,,,,NA,,,Item,"How important is reciprocation of greetings and favors, gifts to me personally?",NA,0,multiple choice,regression analysis,ordinal,NA,How important is this to you personally?,1-9.,,,,,,
Globalization and the Identity Remix Among Urban Adolescents in India,,,,NA,,,Item,"How important is kindness (forgiveness, compassion) to me personally?",NA,0,multiple choice,regression analysis,ordinal,NA,How important is this to you personally?,1-9.,,,,,,
Globalization and the Identity Remix Among Urban Adolescents in India,,,,NA,,,Item,How important is knowledge (education) to me personally?,NA,0,multiple choice,regression analysis,ordinal,NA,How important is this to you personally?,1-9.,,,,,,
Globalization and the Identity Remix Among Urban Adolescents in India,,,,NA,,,Item,How important is solidarity with others to me personally?,NA,0,multiple choice,regression analysis,ordinal,NA,How important is this to you personally?,1-9.,,,,,,
Globalization and the Identity Remix Among Urban Adolescents in India,,,,NA,,,Item,"How important is moderation, following the middle way to me personally?",NA,0,multiple choice,regression analysis,ordinal,NA,How important is this to you personally?,1-9.,,,,,,
Globalization and the Identity Remix Among Urban Adolescents in India,,,,NA,,,Item,How important is self-cultivation to me personally?,NA,0,multiple choice,regression analysis,ordinal,NA,How important is this to you personally?,1-9.,,,,,,
Globalization and the Identity Remix Among Urban Adolescents in India,,,,NA,,,Item,How important is ordering relationships by status and observing this order to me personally?,NA,0,multiple choice,regression analysis,ordinal,NA,How important is this to you personally?,1-9.,,,,,,
Globalization and the Identity Remix Among Urban Adolescents in India,,,,NA,,,Item,How important is sense of righteousness to me personally?,NA,0,multiple choice,regression analysis,ordinal,NA,How important is this to you personally?,1-9.,,,,,,
Globalization and the Identity Remix Among Urban Adolescents in India,,,,NA,,,Item,How important is benevolent authority to me personally?,NA,0,multiple choice,regression analysis,ordinal,NA,How important is this to you personally?,1-9.,,,,,,
Globalization and the Identity Remix Among Urban Adolescents in India,,,,NA,,,Item,How important is non-competiveness to me personally?,NA,0,multiple choice,regression analysis,ordinal,NA,How important is this to you personally?,1-9.,,,,,,
Globalization and the Identity Remix Among Urban Adolescents in India,,,,NA,,,Item,How important is personal steadiness and stability to me personally?,NA,0,multiple choice,regression analysis,ordinal,NA,How important is this to you personally?,1-9.,,,,,,
Globalization and the Identity Remix Among Urban Adolescents in India,,,,NA,,,Item,How important is patriotism to me personally?,NA,0,multiple choice,regression analysis,ordinal,NA,How important is this to you personally?,1-9.,,,,,,
Globalization and the Identity Remix Among Urban Adolescents in India,,,,NA,,,Item,How important is sincerity to me personally?,NA,0,multiple choice,regression analysis,ordinal,NA,How important is this to you personally?,1-9.,,,,,,
Globalization and the Identity Remix Among Urban Adolescents in India,,,,NA,,,Item,How important is keeping onself disinterested and pure to me personally?,NA,0,multiple choice,regression analysis,ordinal,NA,How important is this to you personally?,1-9.,,,,,,
Globalization and the Identity Remix Among Urban Adolescents in India,,,,NA,,,Item,How important is thrift to me personally?,NA,0,multiple choice,regression analysis,ordinal,NA,How important is this to you personally?,1-9.,,,,,,
Globalization and the Identity Remix Among Urban Adolescents in India,,,,NA,,,Item,How important is persistence (perserverence) to me personally?,NA,0,multiple choice,regression analysis,ordinal,NA,How important is this to you personally?,1-9.,,,,,,
Globalization and the Identity Remix Among Urban Adolescents in India,,,,NA,,,Item,How important is patience to me personally? How important is repayment of both the good and the evil that another person has caused you to me personally?,NA,0,multiple choice,regression analysis,ordinal,NA,How important is this to you personally?,1-9.,,,,,,
Globalization and the Identity Remix Among Urban Adolescents in India,,,,NA,,,Item,How important is a sense of cultural superiority to me personally?,NA,0,multiple choice,regression analysis,ordinal,NA,How important is this to you personally?,1-9.,,,,,,
Globalization and the Identity Remix Among Urban Adolescents in India,,,,NA,,,Item,How important is adaptability to me personally?,NA,0,multiple choice,regression analysis,ordinal,NA,How important is this to you personally?,1-9.,,,,,,
Globalization and the Identity Remix Among Urban Adolescents in India,,,,NA,,,Item,How important is prudence (carefulness) to me personally?,NA,0,multiple choice,regression analysis,ordinal,NA,How important is this to you personally?,1-9.,,,,,,
Globalization and the Identity Remix Among Urban Adolescents in India,,,,NA,,,Item,How important is trustworthiness to me personally?,NA,0,multiple choice,regression analysis,ordinal,NA,How important is this to you personally?,1-9.,,,,,,
Globalization and the Identity Remix Among Urban Adolescents in India,,,,NA,,,Item,How important is having a sense of shame to me personally?,NA,0,multiple choice,regression analysis,ordinal,NA,How important is this to you personally?,1-9.,,,,,,
Globalization and the Identity Remix Among Urban Adolescents in India,,,,NA,,,Item,How important is courtesy to me personally?,NA,0,multiple choice,regression analysis,ordinal,NA,How important is this to you personally?,1-9.,,,,,,
Globalization and the Identity Remix Among Urban Adolescents in India,,,,NA,,,Item,How important is contentedness with one's position in life to me personally?,NA,0,multiple choice,regression analysis,ordinal,NA,How important is this to you personally?,1-9.,,,,,,
Globalization and the Identity Remix Among Urban Adolescents in India,,,,NA,,,Item,How important is being conservative to me personally?,NA,0,multiple choice,regression analysis,ordinal,NA,How important is this to you personally?,1-9.,,,,,,
Globalization and the Identity Remix Among Urban Adolescents in India,,,,NA,,,Item,"How important is protecting your ""face"" to you personally?",NA,0,multiple choice,regression analysis,ordinal,NA,How important is this to you personally?,1-9.,,,,,,
Globalization and the Identity Remix Among Urban Adolescents in India,,,,NA,,,Item,How important is a close intimate friend to you personally?,NA,0,multiple choice,regression analysis,ordinal,NA,How important is this to you personally?,1-9.,,,,,,
Globalization and the Identity Remix Among Urban Adolescents in India,,,,NA,,,Item,How important is chastity in women to you personally?,NA,0,multiple choice,regression analysis,ordinal,NA,How important is this to you personally?,1-9.,,,,,,
Globalization and the Identity Remix Among Urban Adolescents in India,,,,NA,,,Item,How important is having few desires to you personally?,NA,0,multiple choice,regression analysis,ordinal,NA,How important is this to you personally?,1-9.,,,,,,
Globalization and the Identity Remix Among Urban Adolescents in India,,,,NA,,,Item,How important is respect for tradition to you personally?,NA,0,multiple choice,regression analysis,ordinal,NA,How important is this to you personally?,1-9.,,,,,,
Globalization and the Identity Remix Among Urban Adolescents in India,,,,NA,,,Item,How important is wealth to you personally?,NA,0,multiple choice,regression analysis,ordinal,NA,How important is this to you personally?,1-9.,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Globalization and the Identity Remix Among Urban Adolescents in India,"""youths' participation in traditional religious and minority-world consumptive cultural practices""",NA,NA,Measurement of religiousness/spirituality,,,Scale,,,,,,,,,,,survey and focus groups,once,"Fetzer Institute & National Institute on Aging Working Group (2003). Measurement of religiousness/spirituality for use in health research. Kalamazoo, MI: Fetzer Institute.",,
Globalization and the Identity Remix Among Urban Adolescents in India,,,,NA,,,Item,How often do you go to a temple for religious services?,0,0,multiple choice,regression analysis,ordinal,NA,How often do you __?,1-10.,"1. = never, 10 = every day",,,,,
Globalization and the Identity Remix Among Urban Adolescents in India,,,,NA,,,Item,How often do you engage in prayer at home?,0,0,multiple choice,regression analysis,ordinal,NA,How often do you __?,1-10.,"1. = never, 10 = every day",,,,,
Globalization and the Identity Remix Among Urban Adolescents in India,,,,NA,,,Item,How often do you engage in solitary prayer or meditation?,0,0,multiple choice,regression analysis,ordinal,NA,How often do you __?,1-10.,"1. = never, 10 = every day",,,,,
Globalization and the Identity Remix Among Urban Adolescents in India,,,,NA,,,Item,How often are you seeking guidance from God or a higher power?,0,0,multiple choice,regression analysis,ordinal,NA,How often do you __?,1-10.,"1. = never, 10 = every day",,,,,
